SAMPLE_ID,Average initial ?Nd,Group Age (Ma),Latitude GDA 1994,Longitude GDA 1994,Rock Type,References
96969044,2.0,2665,-27.3830,121.4729,foliated granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
98276,2.9,2665,-31.1241,121.4073,hornblende monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
115552,2.3,2665,-30.5745,122.4112,hornblende-biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
115571,1.1,2665,-30.9270,122.7204,hornblende-biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
2001969055B,0.4,2665,-29.3647,121.1332,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
93906,1.2,2665,-29.9860,121.0423,biotite granodiorite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92963318,2.0,2665,-28.0846,120.5052,foliated granites,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969051,1.8,2665,-28.9516,121.1596,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
93969021,1.5,2665,-27.6400,121.6034,biotite (-hornblende) granodiorite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
94969580,1.2,2665,-28.7443,122.4480,hornblende-biotite tonalite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
185972,1.2,2666,-28.0347,123.5203,monzogranite,GSWA
2001969005,3.8,2667,-30.5840,122.4914,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
109358,1.5,2667,-29.7820,122.3014,quartz monzonite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
2001967017A,0.7,2667,-30.6703,121.0315,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
94962258A,1.3,2667,-27.4887,120.9567,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
185967,0.5,2668,-29.0529,123.0215,quartz diorite,GSWA
77-45,-2.4,2668,-31.2941,121.3015,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
77-47,-0.8,2668,-31.2941,121.3015,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
2001969019A,1.2,2668,-28.9127,122.9297,banded biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
224329,-1.1,2669,-33.5126,117.5090,biotite leucogranite,GSWA
193316,0.2,2669,-27.3086,123.0416,porphyritic microgranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
168942,-4.4,2669,-25.6073,116.3404,porphyritic biotite-muscovite monzogranite gneiss,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
205933,0.0,2670,-30.9178,116.6492,fine- to medium-grained metamonzogranite dyke,GSWA
219902,-0.8,2670,-33.5412,117.9104,metagranodiorite,GSWA
224426,-3.7,2670,-31.6207,116.6673,biotite gneiss,GSWA
236452,0.3,2670,-32.7004,116.3497,"foliated, medium-grained metagranodiorite ",GSWA
ARC84,-0.5,2670,-33.1132,119.0158,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180989,-0.5,2670,-33.1132,119.0158,granite,GSWA
159776,-4.1,2670,-25.6073,116.3404,granitic augen gneiss,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
77-1086,0.1,2670,-31.6980,116.5940,granite,"McCulloch, MT, Collerson, KD and Compston, W 1983b, Growth of Archean crust within the western gneiss terrain, Yilgarn Block, Western Australia: Australian Journal of Earth Sciences, v. 30, p. 155–160."
77-1130,-1.0,2670,-31.5780,116.2765,granodiorite,"McCulloch, MT, Collerson, KD and Compston, W 1983b, Growth of Archean crust within the western gneiss terrain, Yilgarn Block, Western Australia: Australian Journal of Earth Sciences, v. 30, p. 155–160."
93969030A,1.6,2670,-28.5289,123.0050,foliated biotite granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
93969030C,2.1,2670,-28.5289,123.0050,biotite granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969113A,-0.2,2670,-28.0164,122.2073,foliated granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969087,2.4,2670,-28.1218,121.5397,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969101,2.5,2670,-28.2705,121.5369,foliated granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
20807a,-2.5,2670,-25.5515,116.6181,migmatite,"Fletcher, IR, Williams, SJ, Gee, RD and Rosman, KJR 1983a, Sm-Nd model ages across the margins of the Archaean Yilgarn Block, Western Australia; northwest transect into the Proterozoic Gascoyne Province: Australian Journal of Earth Sciences, v. 30, p. 16"
193332,0.9,2671,-27.3539,123.1083,monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
ARC76,-1.8,2671,-32.0354,119.4370,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180984,-1.8,2671,-32.0354,119.4370,granite,GSWA
96969080A,-0.2,2671,-28.4928,122.7887,foliated banded granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
98969033,-3.9,2671,-27.3390,119.1284,granitic gneiss,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
118957,0.3,2672,-25.6146,118.8503,coarse-grained augen gneiss,GSWA
98967050A,0.1,2672,-28.5536,124.0464,monzogranite,J. Dunphy unpublished data
205932,-2.9,2673,-31.0337,116.6256,medium- to coarse-grained metamonzogranite,GSWA
236460,-1.9,2673,-32.7331,116.3828,granodiorite,GSWA
ARC35,2.5,2673,-32.1700,121.5900,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
96969038,2.1,2673,-26.2102,120.5908,gneissic granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
114500,0.4,2675,-30.8425,121.4293,dacite,GSWA
117211,-0.4,2675,-30.6301,121.2617,andesite,GSWA
114474,-0.1,2675,-30.6299,121.2429,dacite,GSWA
114450,-0.3,2675,-30.4215,121.0562,andesite,GSWA
2001967019A,0.5,2675,-31.2650,121.0805,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
101381,2.1,2675,-29.7393,121.9673,biotite-hornblende monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
98967124,1.3,2675,-31.4609,121.9979,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
115595,0.8,2675,-30.5475,122.6181,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
56478,-1.6,2675,-31.5404,120.5459,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
177932,-4.2,2676,-27.4304,119.6011,metagranodiorite,GSWA
224395,-3.7,2676,-31.8913,116.5873,biotite leucogranite,GSWA
142803,-1.9,2676,-31.1900,120.4479,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
92969038,1.3,2676,-28.8767,120.6067,banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
224368,-2.9,2677,-32.4130,116.0044,biotite granite,GSWA
92969067,1.2,2678,-28.5204,120.5408,banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
185997,0.0,2679,-29.0540,118.1386,"weakly gneissose, garnet-bearing aplite or microgranite gneiss",GSWA
179684,-0.1,2679,-32.0309,122.0914,metarhyolite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
211535,2.5,2680,-30.8155,121.5362,metafelsic volcanic rock,GSWA
211536,2.2,2680,-30.8155,121.5362,metafelsic volcanic rock,GSWA
110240,1.5,2680,-29.0977,121.3733,dacite,GSWA
MKTD584W.1434,-0.4,2680,-27.2300,120.5430,felsic volcanic rock,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
MKTD617W2.1114,1.6,2680,-27.2300,120.5430,felsic volcanic rock,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
97967069B,-0.3,2680,-27.3099,121.0516,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
92963213,-1.1,2680,-28.0861,120.8053,banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969004,-0.8,2680,-29.4025,121.3690,porhyry dyke,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969015,1.4,2680,-29.3281,121.5096,biotite granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969016,0.6,2680,-29.3925,121.4442,Foliated granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969025,1.2,2680,-28.7195,120.9895,dyke in banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969073,1.5,2680,-28.2839,120.8165,foliated granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969084,-0.8,2680,-28.5930,121.3060,felsic granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969122,0.3,2680,-28.5128,122.2963,foliated granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
71122,-4.3,2680,-28.5181,119.7389,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
71123,-4.3,2680,-28.6529,119.8779,hornblende biotite granodiorite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
71124,-1.9,2680,-28.6987,119.1375,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
81884,-1.9,2680,-30.8425,119.7207,granite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
63202,1.5,2680,-30.5695,121.6556,porphyritic rhyolite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
63206,0.8,2680,-30.6376,121.6486,rhyolite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
63217,1.4,2680,-30.6404,121.4347,rhyolite,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
92969024,0.8,2680,-28.7195,120.9895,banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
198212,-1.4,2681,-29.1913,118.1337,"medium-grained, equigranular, porphyritic biotite monzogranite",GSWA
74459,-0.2,2681,-27.7458,117.8944,recrystallised granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
40597A,1.0,2681,-28.7473,123.7695,hornblende biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
97969104,-3.9,2682,-29.0515,119.5204,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
97969082A,-4.2,2682,-28.7103,119.7326,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
ARC67,-2.0,2684,-31.1200,121.4000,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180980,-2.0,2684,-31.1200,121.4000,granite,GSWA
MKD1-180,-0.5,2684,-26.7500,120.2500,felsic volcanic rock,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
97969063,-3.5,2684,-28.5107,119.7385,monzogranite,"Oliver, B 1999, Granitoids of the Mount Mulgine and Noongal areas. Unpublished B.Sc (honours) thesis, University of Western Australia."
ARC77,-0.3,2685,-31.9431,119.6401,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180985,-0.3,2685,-31.9431,119.6401,granite,GSWA
169064,-4.4,2685,-29.9534,119.8037,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
97969212,0.4,2685,-32.3567,121.7049,granitic gneiss,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
ARC87,-0.8,2686,-33.1657,119.8819,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180992,-0.8,2686,-33.1657,119.8819,granite,GSWA
96969076,2.0,2686,-28.2641,121.0779,biotite monzogranite,GA unpublished
142913,-6.1,2687,-25.6371,117.0976,foliated biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
2001967014,-6.4,2687,-30.4283,120.6411,biotite gneiss,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
ARC98,-0.6,2688,-33.4649,120.4975,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180995,-0.6,2688,-33.4649,120.4975,granite,GSWA
184111,1.4,2689,-27.1366,118.2815,felsic metavolcanic rock,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
236410,0.4,2690,-32.7337,116.3606,andesite,GSWA
177923,1.9,2690,-31.6219,122.0074,metarhyodacite,GSWA
204146,1.6,2690,-31.3798,121.5258,felsic volcanic rock,GSWA
223068,1.5,2690,-31.3263,121.7902,felsic volcaniclastic rock,GSWA
223074,1.9,2690,-31.3263,121.7902,felsic volcaniclastic rock,GSWA
223086,1.5,2690,-31.3263,121.7902,felsic volcaniclastic sandstone,GSWA
229904,1.6,2690,-31.2978,121.7557,diorite,GSWA
229913,1.5,2690,-31.2978,121.7557,hornblende metagranodiorite,GSWA
229908,2.2,2690,-31.2978,121.7557,andesite,GSWA
229912,1.6,2690,-31.2978,121.7557,andesite,GSWA
227954,-3.3,2690,-31.2112,121.6735,granitic rock,GSWA
114144,2.1,2690,-30.9767,122.0606,metadacite,GSWA
227894,2.3,2690,-30.8236,121.5578,felsic volcanic rock,GSWA
227909,2.2,2690,-30.8236,121.5578,felsic volcanic rock,GSWA
211529,2.7,2690,-30.8155,121.5362,metafelsic volcanic rock,GSWA
211547,2.4,2690,-30.8155,121.5362,meta-andesite,GSWA
227917,1.1,2690,-30.7953,121.6357,felsic volcaniclastic sandstone,GSWA
227918,0.6,2690,-30.7953,121.6357,felsic volcaniclastic sandstone,GSWA
224513,0.2,2690,-30.7614,121.2766,felsic volcaniclastic sandstone,GSWA
224528,0.7,2690,-30.7614,121.2766,felsic volcaniclastic sandstone,GSWA
204681,1.0,2690,-30.6190,121.2643,dacite,GSWA
228115,-1.7,2690,-27.6025,120.5762,felsic volcanic rock,GSWA
228126,-2.9,2690,-27.6025,120.5762,felsic volcanic rock,GSWA
228078,-0.2,2690,-27.6020,120.5783,felsic volcaniclastic sandstone,GSWA
230005,-2.4,2690,-26.8620,121.5847,felsic schist derived from volcanic rock,GSWA
229973,-2.1,2690,-26.7915,121.5560,felsic volanic rock,GSWA
115542,2.6,2690,-29.9682,122.5811,hornblende-biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
77334,-2.7,2690,-26.5245,116.8819,monzogranite tonalite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77391,-1.9,2690,-26.4126,116.7861,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77392,-4.8,2690,-26.4126,116.7861,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
77337A,-1.7,2690,-26.5245,116.8819,monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
92969016B,1.0,2690,-29.3925,121.4442,gneiss enclave,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
